isbn13;titre;auteur;editeur;date;langue;prix
9782070731336;Les Sous-lieutenants;Mário de Carvalho,Marie-Hélène Piwnik;Gallimard;5 juin 1996;Français;12.40
9782842611873;Je suis vivant dans ma tombe;J. Purdy;"Les Editions du Rocher; Nouvelle édition";16 mai 2000;Français;5.50
9782266182140;L'art de la guerre pour les femmes;Chin-Ning CHU,Fabrice MIDAL,Véronique GOURDON;Pocket;17 juin 2010;Français;7.80
9782810004386;Les orphelins du temps T04 Déchirure;Margaret Peterson Haddix,Franck Poncelet;Editions Toucan;1 février 2012;Français;18.00
9782081205826;Alexis Léger dit Saint-John Perse;Renaud Meltz;Flammarion;20 octobre 2008;Français;35.60
9782708134270;La face cachée de la négociation: Psychologie des relations difficiles;Marc Vandecappelle;"Editions d'Organisation; 1";29 septembre 2005;Français;15.20
9782738458575;Mythes, utopie et messianisme dans le discours politique arabe moderne et contemporain;Samir Bouzid;Editions L'Harmattan;1997;Français;23.90
9782070185641;Les Clowns lyriques;Romain Gary;Editions Gallimard;25 juin 1979;Français;24.99
9782845740754;Où va l'Alsace ?;Alain Howiller;Le Verger;1 novembre 2008;Français;9.59
9782281191912;25 maisons en bois;Dominique Gauzin-Müller;"Le Moniteur; 1e";13 novembre 2003;Français;6.89
9782758520771;72532 PLAN DE MULHOUSE 1/12.500;IGN;IGN;Carte pliée, 1 janvier 1999;Français;5.50
9782809409420;Bugs Bunny, Tome 4 : Toons à l'abordage !;Warner Bros,Thomas Bauduret;Panini France;16 septembre 2009;Français;5.26
9782920932135;Ecoute ton corps encore ! Tome 2;Lise Bourbeau;ETC;3 septembre 1999;Français;16.80
9782711016426;Code civil 2013;Laurent Leveneur;"Lexis Nexis; 32e édition";22 août 2012;Français;39.00
9782840492368;Écrits politiques, 1963-2000;Jamel Eddine Bencheikh;Séguier Editions;15 mai 2001;Français;12.99
9782725628318;MES PREMIERS JEUX AVEC LES OPE;JEAN-LUC CARON,JOELLE DREIDEMY;Retz;17 avril 2009;Français;3.58
9782234023321;Les chimpanzés et moi;Jane Goodall;Stock;30 novembre 2001;Français;35.00
9782091611501;Anglais Bac Pro 3 ans A2 > B1;Linda Northrup,Marie-Line Périllat-Mercerot,Claude Chehata;"Nathan; Nathan technique";30 avril 2009;Français;3.23
9782290339121;J'accuse ! : Et autres textes sur l'affaire Dreyfus;Emile Zola,Philippe Oriol;Editions 84;31 décembre 2003;Français;3.00
9782746917583;Petit Futé 52 Balades à vélo en Champagne-Ardenne;Dominique Auzias,Enguerrand-Clément Lebec,Jean-Paul Labourdette;Petit Futé;10 juillet 2006;Français;3.62
9782234015210;Amour tardif;Isaac BASHEVIS SINGER;"STock; STOCK";1982;Français;1.19
9782268008752;Soignez votre spasmophilie;Ronald Boyer,Alain Horvilleur;Editions du Rocher;1 mars 1990;Français;1.99
9782844440686;GUIDE DE L'INFORMATION EUROPEENNE. Vade-mecum à l'usage de l'enseignement et de la formation professionnelle;Bernard Petit;Educagri;21 mars 2000;Français;19.00
9782815904131;Quel rail après 2012 ? Le temps du politique est venu;Louis Nègre,Bernard Soulage;EDITIONS DE L'AUBE;6 mars 2012;Français;2.22
9782868500229;La Conscience;André Ouzoulias;Quintette;15 avril 1998;Français;3.39
9782857445098;ENCYCLOPEDIE BERBERE. : Tome 9;Collectif;Edisud;1 mai 1991;Anglais;9.98
9782743606169;L'ombre de l'autre;Fatos Kongoli;Rivages;2 avril 2000;Français;9.15
9782732421667;Images d'une vie;Janine Niepce;Editions de la Martinière;1 septembre 1995;Français;24.00
9782011454256;Le Conseil constitutionnel : Son rôle, sa jurisprudence, 2e édition;Dominique Turpin;Hachette supérieur;2000;Français;5.97
9782070629787;Du côté des impressionnistes: Journal de Pauline, 1873-1874;Clara Bourreau;Gallimard Jeunesse;9 septembre 2010;Français;9.90
9782100494149;Manuel de neuropsychologie;Francis Eustache,Sylvane Faure;"Cognitive; 3e édition revue et augmentée";10 novembre 2005;Français;25.99
9782212113273;Apprendre Java et C++ en parallèle (1 book + 1 CD-Rom);Jean-Bernard Boichat;"Eyrolles; 3e";11 septembre 2003;Français;11.47
9782732442020;Sang pour Sang Vampires;Alain Korkos;De la Martinière jeunesse;14 octobre 2010;Anglais, Français;15.10
9782841900305;Les fleurs;Gally;L'Aventurine;25 avril 2000;Français;2.98
9782226060815;Voltaire et Frédéric II;Roger Peyrefitte;Albin Michel;8 octobre 1992;Français;19.40
9782091104089;Sco.physiq.geologie 3e;Collectif;Nathan;1 mars 1990;Français;6.00
9782749507705;Les mots-clés du tourisme et de l'hôtellerie;Roger Fau;"Bréal; 2e édition";31 juillet 2007;Français;11.79
9782070632671;C'est le néléchat !;Marie Leymarie,Clotilde Perrin;Gallimard Jeunesse;26 août 2010;Français;4.90
9782843946561;Les patrons du Tour : De Desgrange à Leblanc;Jacques Marchand;Atlantica;15 juin 2003;Français;15.00
9782296048584;Education au-delà des frontieres;Laurent Puren,Sophie Babault;Editions L'Harmattan;4 janvier 2008;Français;38.00
9782724240955;La madame du Mayflower;Sydney Biddle Barrows;france-Loisirs;1988;Français;2.18
9782070752911;Diogène 182;Collectif;Gallimard;3 juillet 1998;Français;9.15
9782715801813;Les Objets vous trouveront;Georges Thinès;Balland;1979;Français;7.74
9782940055623;Le Combat inégal (1CD audio);Philippe Jaccottet;La Dogana;22 mai 2010;Français;31.50
9782747530620;L'approche intégrée du genre dans la stratégie européenne pour l'emploi;Ute Behning,Collectif,Amparo Serrano Pascual;Editions L'Harmattan;1 novembre 2003;Français;35.00
9782047305829;LE LIVRE DES MERVEILLES MARCO POLO;Marco Polo;BORDAS;17 mars 2005;Français;1.71
9782218935503;Mathématiques 2de;Raja Siblini;Hatier;25 février 2009;Français;1.85
9782130510291;La Protection de la vie privée dans la société d'information, tome 1;Pierre Tabatoni;Presses universitaires de France - PUF;1 octobre 2000;Français;10.50
9782904348563;MANUEL DE CUISINE/POITOU CHARENTES;Claudie Corty-Capdeville;Editions Jean Curutchet;1 mars 1996;Français;10.80
9782876914339;Festins de basse-cour;Eric Holder;Editions First;25 mars 1998;Français;3.88
9782207254714;Paix des peuples, guerres des nations;Thomas L. Friedman,Philippe Rouard;Denoël;3 avril 2003;Français;21.30
9782256902550;"Cohérence et vraisemblance dans ""Jules César"" de Shakespeare";Abbou;Lettres modernes;2000;Français;15.00
9782012574328;Les Clabault, famille municipale amiénoise, 1349-1539 , (Éd.1889);Auguste Janvier;Hachette Livre BNF;1 juin 2012;Français;15.02
9782862738529;Arménie;Guide Petit Futé;"Nouvelles éditions de l'université - Le Petit Futé; Ed. 2000";1 septembre 1999;Français;7.75
9782204080514;Le rappel : Journal d'Algérie;Paul Christophe;Cerf;23 février 2006;Français;21.00
9782010098802;Le Club des Cinq au bord de la mer (Bibliothèque rose);Enid Blyton;"Hachette; Bibliothèque rose";1984;Français;4.99
9782869700635;Voyage au pays de la présomption d'innocence : Dans le secret des enquêtes judiciaires;Daniel Stilinovic;Bibliophane - Daniel Radford;25 septembre 2003;Français;4.87
9782708239678;Avec elle avec lui : 40 photographies contre les discriminations;Anthony Rougier,Lilian Thuram,Andreia Florentino;Éditions de l'Atelier;29 novembre 2007;Français;1.19
9782303003186;Les Enquêtes de Messire Colet Meurtre a l Auberge;Jean François Pietka;Theles;14 octobre 2010;Français;16.90
9782234048799;Le blasphémateur;Isaac Bashevis Singer;Stock;7 janvier 1998;Français;10.15
9782070365913;La truite;Vailland R;Gallimard;19 juin 1974;Français;1.50
9782216108442;Organisation et planification des activités A4 BTS assistant de gestion de PME-PMI 1re année : Guide pédagogique;Dany Deschamps;Foucher;29 juillet 2009;Français;7.82
9782744144486;Osmose;Yann Queffélec;Éd. France loisirs;2001;Français;1.39
9782501026543;Dictionnaire familial d'homéopathie;E-A Maury;Marabout;1 mai 1999;Français;0.98
9782070314096;L'Arménie à l'épreuve des siècles;Annie Mahé,Jean-Pierre Mahé;"Découvertes Gallimard; 1e";13 janvier 2005;Français;15.90
9782707612564;Droit civil. Introduction, Les personnes, Les biens, 10ème édition;Gérard Cornu;Montchrestien;12 septembre 2001;Français;10.78
9782070297511;LE BAL DES ARDENTS CHARLES VI;Pierre Gascar;"Gallimard; GALLIMARD .";14 octobre 1977;Français;3.14
9782748155662;Essai Inactuel: Allopathie;Jean-Pierre Charles;Editions Le Manuscrit / Manuscrit.com;25 janvier 2006;Français;13.90
9782840558651;Asphodèle, tome 1 : Le Preneur d'âmes;Corbeyran,Defali,Schelle;Delcourt;17 mars 2003;Français;5.93
9782846120326;Le Livre du baiser;Martine Mairal;Calmann-levy;10 janvier 2001;Français;20.00
9782752901958;La Peur des bêtes;Enrique Serna,François Gaudry;Phébus;28 septembre 2006;Français;19.75
9782281111316;L'Aménagement des Espaces Verts : Conception Technique et Réalisation, Dossiers d'Etudes et de Travaux, Modalités Administratives;Ministère de l'équipement;Le Moniteur;1 janvier 1991;Français;70.00
9782271064561;Précession et nutation 1749-1752;Michele Chapront-touze,Jean Souchay;Cnrs;26 octobre 2006;Français;60.00
9782012447127;Guide Bleu Belgique villes d'art;Collectif;Hachette Tourisme;30 mars 2011;Français;10.02
9782226192349;L'Oeil du cyclone;Stéphanie Janicot;Albin Michel;3 juin 2009;Français;18.80
9782264044211;Winkie;Clifford Chase,Jean-Baptiste Dupin;10 X 18;1 février 2007;Français;0.89
9782266117074;Les Brûlures d'août;Agnès Claverie;Pocket;6 juin 2002;Français;0.01
9782092506660;Les Sorcières du Beffroi, tome 3 : Les Bas-Rouges se bougent !;Kate Saunders;Nathan;2 juin 2005;Français;0.99
9782020296885;La Grenouille;John Hawkes;Seuil;6 février 1998;Français;17.30
9782842631130;Un couple ordinaire;Isabelle Minière;Le Dilettante;14 septembre 2005;Français;14.50
9782070297238;Lord B.;Ristat;Gallimard;14 mai 1977;Français;7.65
9782869500655;Congo 080593;Klotchkoff Jc;Jaguar / Jeune Afrique;1 février 1992;Français;13.00
9782253088288;Dictionnaire espagnol bilingue;Anonymes;Le Livre de Poche;7 juillet 2010;Français;3.95
9782737654107;Le Tour du monde de Ric et Claire;Willem,J. Swarte;"Futuropolis; futuropolis";octobre 1982;Français;3.90
9782742797912;"""Droits de regards"" : 1961-2011 : Amnesty international et les photographes";Michel Christolhomme;Actes Sud;27 juillet 2011;Français;13.00
9782092824993;Les malheurs de Sophie;Sophie de Ségur,Christa Unzner;Nathan Jeunesse;30 avril 2002;Français;2.22
9782350040332;Le bonheur de vivre à Jérusalem;Jacquot Grunewald;Libella Maren Sell;15 février 2007;Français;12.15
9782843872198;Futuribles, numéro 220, mai 1997;Collectif;Ass.Internat. Futuribles;7 janvier 1999;Français;7.00
9782733306123;Le prince et le pauvre;Walt Disney;Disney;30 septembre 1996;Français;0.98
9782092790816;Les Dinosaures;Michele Longour;Nathan Jeunesse;31 juillet 2001;Français;1.99
9782092824139;Calamity Mamie;Arnaud Almeras,Jean-Louis Besson;Nathan Jeunesse;4 juin 1996;Français;0.98
9782213630441;Abraham ou la recréation du monde;Raphaël Draï;Fayard;3 janvier 2007;Français;26.40
9782729867324;Le commentaire de graphiques, cartes et statistiques en Histoire;Turrel Denise,Jean-François Eck,Le Mené Michel;"Ellipses Marketing; ELLIPSES";1 juin 1998;Français;14.70
9782702421017;Feu Lady Anne;Stanislas-André Steeman;Editions du Masque;15 novembre 1990;Français;0.49
9782864181910;Nouvelles techniques de la pêche à la mouche;Gilbert Bordes,Joël Bordier;"Encre; Nouvelle éd";1984;Français;4.21
9782082340052;LA FEMME DE DAVID;Henri Troyat;Flammarion;19 novembre 1992;Français;1.50
9782855669830;La paneurythmie de Peter Deunov - Mouvements et partitions musicales;Muriel Urech;"Prosveta; Nouvelle édition";15 juin 2009;Français;20.00
9782737001697;La correspondance générale en anglais;Crispin Michael Geoghegan,Jacqueline Gonthier;Garnier;31 août 1992;Français;2.78
9782913907126;13, rue Cartier;Michel Lavoie;Balzac-Le Griot éditeur;2000;Français;3.02
9782505008347;Cat street Vol.3;KAMIO Yôko;Kana;5 novembre 2010;Français;6.85
9782070771011;L'Américain;Franz-Olivier Giesbert;Gallimard;8 avril 2004;Français;15.75
9782040173036;Tristan et Yseut;Collectif;"Bordas Editions; Ed. rév. et augm";9 février 1993;Français;3.48
9782706108822;La création de Beaubourg;Bernadette Dufrêne;Presses Universitaires de Grenoble;3 mars 2000;Français;27.40
9782012776241;"Victor Hugo ; C. Romans. [4] (Éd.1889-1892)";Victor Hugo;Hachette Livre BNF;1 mai 2012;Français;22.10
9782930359748;Breendonk;Fischer Francis / Ma;Jourdan;1 août 2006;Français;2.70
9782200016258;La Révolution industrielle en Grande-Bretagne;Roland Marx;"Armand Colin; 3e édition";1 juin 1997;Français;31.00
9782812116957;Ingénierie de mode en optique intégrée sur silicium sur isolant;Philippe Velha;"APARIS; Edilivre Edition Universitaire";7 octobre 2009;Français;24.00
9782080680853;Les jardins de Kyoto;Kate Walbert;"Flammarion; FLAMMARION .";2 mai 2001;Français;18.60
9782020047777;John l'enfer;Didier Decoin;Seuil;1 novembre 1977;Français;10.90
9782831704739;Tenure and Substitute Use;James Oglethorpe;"Union Internationale pour la Conservation de la Nature et de ses Ressources,Switzerland; 3rd ed.";1 janvier 1999;Anglais;25.02
9782744081514;Photoshop CS 2;Andrew Faulkner,Anita Dennis,Philippe Beaudran;Pearson;19 septembre 2005;Français;5.75
9782092043141;Ivan l'idiot;Guillon/Koeing;Nathan;2 mars 1992;Français;0.62
9782209055081;Combats pour la ville (Notre temps);Waldeck L'Huillier;Éditions sociales;1982;Français;5.18
9782843191930;Stress alimentaire et troubles digestifs : Les bases d'une alimentation-santé;Marie Azogui;Josette Lyon;2 mars 2009;Français;10.04
9782916571225;Pour une mobilité plus libre et plus durable;Daniel Kaplan,Bruno Marzloff;FYP éditions;15 janvier 2009;Français;4.09
9782081619807;Le Lundi tout est différent;Christine Nostlinger;Editions Flammarion;4 janvier 1999;Français;0.89
9782733906231;ABC de la mythologie grecque;Philippe de Louvigny;Grancher;7 avril 1999;Français;18.25
9782877470537;Toutes les pêches par l'image;Roland Trumeau;Jean-Paul Gisserot;26 septembre 1990;Français;4.00
9782865374304;Porto-Novo, un rêve brésilien;Jean Caffe,Nouréini Tidjani-Serpos;Karthala;1993;Français;20.00
9782264025968;La mort de Carlos Gardel;Antonio-Lobo Antunes;Editions 10/18;6 juillet 1998;Français;3.99
9782748176186;Fair Enough: Novembre 1999-Mai 2000;Astrid Desmarécaux;Editions Le Manuscrit / Manuscrit.com;20 juillet 2006;Français;13.90
9782841960941;Le book-jeu de cachou l'ourson (book comprenant des autocollants);Maurice Pledger;Quatre Fleuves;21 mai 1999;Français;7.75
9782207231791;L'amour a l'arsenic, histoire de marie lafarge;Adler l.;"Denoël; DENOËL .";14 janvier 1986;Français;2.08
9782800134536;Best Of, numéro 3 : Best Of Boule et Bill;Jean Roba;Dupuis;2 juillet 2003;Français;2.86
9782244458168;La planque;Rémi Stefani,Christophe Merlin;Lito;3 octobre 2003;Français;0.44
9782205005264;VALERIAN AGENT SPATIO-TEMPOREL TOME 2 : L'EMPIRE DES MILLE PLANETES;Pierre Christin,Jean-Claude Mézières;Dargaud;13 mars 2001;Français;5.01
9782091811291;Bac 95-96 philo t.l/es/s corr;Collectif;Nathan;16 août 1995;Français;0.39
9782738110183;Dire la vérité au malade;Christine Delaporte;Editions Odile Jacob;23 août 2001;Français;6.64
9782070394937;Portraits de femmes;Sainte-Beuve;Folio;12 mars 1999;Anglais, Français;13.00
9782903708818;Peintres de la côte Emeraude;Léo Kerlo,René Le Bihan;Le Chasse-Marée;18 novembre 1998;Français;19.39
9782702202135;Ecrits sur l'art;Gino Severini;Editions Cercle d'Art;19 mai 1998;Français;16.00
9782723483971;Les chroniques du règne de Nicolas Ier;Patrick Rambaud,Olivier Grojnowski;Drugstore;8 février 2012;Français;15.50
9782863261910;Examens Complementaires;S. Verhelst;Point Vétérinaire;3 décembre 2003;Français;9.00
9782761924146;Je m'appelle Marie;Christian Tétreault;Les Editions de l'Homme;3 décembre 2007;Français;10.79
9782862665672;Le Piege du Sang-de-Serp;Zytnicki;Loubatieres;11 septembre 2008;Français;13.87
9782700400106;"Mariano Hernández, ""Jardins rituels""";Raoul-Jean Moulin;Arts et métiers graphiques;1 janvier 1975;Français;10.00
9782849530337;Sorcières, mes soeurs;Chantal Montellier;La Boîte à Bulles;7 septembre 2006;Français;18.00
9782854435184;Jacques Maritain, Yves Simon, Correspondance (1927-1940);Florian Michel,Philippe Chenaux;CLD;11 décembre 2008;Français;35.50
9782070249480;L'Aveuglette;Paulhan;Gallimard;8 février 1953;Français;10.85
9782020061148;Makbara;Juan Goytisolo;Seuil;1 mars 1982;Français;7.75
9782253126812;Le Fantôme de Staline;Vladimir Fedorovski;Le Livre de Poche;14 janvier 2009;Français;6.60
9782841178605;20 contes des pourquoi CE1/CE2 (Le roman );Rgis Delpeuch,Maria Jalibert;"Sedrap Jeunesse; 2";5 mai 2011;Français;6.50
9782296059047;Le nouveau droit de la récidive : Actes du colloque du 25 Janvier 2007;Béatrice Lapérou-Scheneider;Editions L'Harmattan;18 juin 2008;Français;13.00
9782012428560;Un grand week-end à Paris;Collectif d'auteurs;Hachette;31 décembre 1998;Français;1.62
9782267014631;La Route du retour;Jim Harrison;Christian Bourgois Editeur;26 août 1998;Français;5.85
9782070494064;Pas de kaddish pour Sylberstein;Konop;Gallimard;4 janvier 1994;Anglais, Français;1.84
9782841560042;GUETTEUR DE VIE . SPLENDEURS D'AUBRAC;Renaud Dengreville,Colette Gouvion;Editions du Rouergue;15 mai 1995;Français;14.25
9782809414950;Marvel heroes v2 31;Collectif;Marvel Panini France;1 mai 2010;Français;2.99
9782296130944;Amour de l'Islande Poemes;Steinunn Sigurdardottir;Editions L'Harmattan;1 octobre 2010;Français;10.00
9782825411865;Global communication : Is There a Place for Human Dignity ?;Dafne Sabanes Plou;World Council of Churches;1 janvier 1996;Anglais;7.00
9782867700095;J.J. Grandville;Annie Renonciat;ACR Edition;2000;Français;74.56
9782922405750;MERE AU TRAVAIL RECHERCHE BONHEUR;Cathy l. Greenberg,Barrett s Avigdor;Trésor Caché;26 août 2010;Français;20.25
9782842592875;L'aviation : Tome 1, L'avion;Bernard Cabanes,Pierre Quentin;Aedis;1 janvier 2007;Français;3.10
9782221104835;Une fête en larmes;Jean d'Ormesson;"Robert Laffont; ROBERT LAFFONT .";18 août 2005;Français;20.50
9782759601004;Fernand Pelez, la parade des humbles : (1848-1913);Isabelle Collet,Collectif;Paris Musées;21 septembre 2009;Français;11.79
9782843982149;La dynamique des métiers;Anne Joyeau,Philippe Robert-Demontrond,Collectif;Editions Apogée;14 juin 2006;Français;20.00
9782758700036;Sissi : Une femme d'avant-garde;Christine Mondon;"Bernard Giovanangeli Editeur; 1";22 février 2007;Français;18.20
9782952633451;Revue Mental 22 - Les médecines prédictives et le;Collectif;Huysmans;23 avril 2009;Français;19.25
9782841386260;Construire un four à pain. Dans la maison ou dans;Jana Spitzer,Reiner Dittrich;Ulmer;17 mai 2013;Français;17.00
9782825127452;Le Lamantin;Louis-Albert Zbinden;L'Age d'Homme;21 février 1990;Français;11.00
9782268069852;Les Lèvres de l'eau;Alberto Ruy Sanchez,Gabriel Iaculli;Motifs;16 septembre 2010;Français;2.99
9782011689078;Objectif Bac - Toutes les matières : 2nde (Cours, méthodes, exercices corrigés);Collectif;Hachette Scolaire;16 juillet 2003;Français;2.10
9782738423436;Ethnicité et démocratie en Afrique: L'homme tribal contre l'homme citoyen?;Melchior Mbonimpa;Editions L'Harmattan;1 septembre 1994;Français;11.20
9782356077370;Le distique des prénoms;Patrick Huet;"APARIS; Edilivre Edition Classique";7 novembre 2008;Français;16.00
9782213008547;Solstice du Jaguar;Gregorio Manzur,Antoine Berman;Fayard;1980;Français;12.00
9782110962003;Rencontres pour l'Europe de la culture, Paris comédie -Française 2 et 3 mai 2005;Collectif;Ministère de la culture et de la communication;2006;Français;6.90
9782913167438;Le fond tu toucheras;Alain Bron;Odin Editions;30 mai 2005;Français;4.77
9782880746315;Maîtriser l'information comptable : Volume 2;Alfred Stettler,Bernard Apothéloz,Vincent Dousse;PPUR;7 avril 2005;Français;40.00
9782845650077;Milane et Arlov, tome 2 : Cobayes;Jean-Blaise Djian,Olivier Rouan;Soleil;2000;Français;3.00
9782713015663;L'histoire de la chenille;Alex Ramsay,Paul Humphrey,Denis-Paul Mawet;Gamma;22 octobre 2002;Français;8.40
9782848013282;Orsoléo devient grand;Alberto Benevelli,Sophie Fatus;Tourbillon;18 octobre 2007;Français;1.20
9782732805719;Le grand book du karaté;Claude A Regoli,E Franzoia;De Vecchi;4 juin 2006;Français;1.19
9782213622453;Un oeil innocent;Philip Hook,Bernard Sigaud;"Fayard; FAYARD";10 novembre 2004;Français;1.60
9782011695246;Histoire Géographie Tes L, ES, S;Gilles Bernard,Félix Cardinale,Alain Vignal;Hachette Education;11 juillet 2007;Français;1.19
9782702508688;Souvenirs de Tunisie et Algérie T2;Saint-Paul;"Lavauzelle; Réédition original de 1904";12 septembre 2008;Français;44.00
9782020024228;Nouvelle classe ouvriere (la) 022796;Mallet;"Seuil; SEUIL";1963;Français;9.19
9782263032431;50 LEGENDES DE L AUTOMOBILE;SERGE BELLU;Solar;27 septembre 2001;Français;5.43
9782070180769;Correspondance : Tome 4 - Supplément aux tomes I, II et III, Table;Stéphane Mallarmé;Editions Gallimard;8 novembre 1973;Français;7.75
9782216111466;Communication Organisation 1e Bac Pro comptabilité : CD-Rom professeur;J. Chapey;Foucher;11 septembre 2009;Français;16.75
9782204067829;Sententia libri ethicorum : Volume 2;Thomas d'Aquin;Cerf;23 novembre 1992;Français;195.00
9782090354843;"Trait d'union - Cahier d'exercices ""Alphabétisation pour adlutes""";Jean Grigorieff,Béatrice Anger,Jean-Pierre Floquet;Clé International;30 juillet 2008;Français;16.60
9782845861275;Observatoire permanent de la Coopération française : Rapport 2000;OPCF;Karthala;1 novembre 2003;Français;21.00
9782252037041;Eg 256 - 4/2009;Collectif;Klincksieck;14 avril 2010;Français;16.00
9782729812973;Le Japon, miracle ou mirage ?;Yves Le Diascorn;"Ellipses Marketing; 2e";7 mai 2003;Français;3.05
9782738474322;Histoire du venezuela de la conquete a nos jours;Frédérique Langue;Editions L'Harmattan;1 janvier 1999;Français;32.00
9782130479574;V. HUGO . LA PREFACE DE CROMWELL;A Quesnels;Presses Universitaires de France - PUF;1 novembre 1998;Français;2.98
9782739950696;Rhône;Collectif;Deslogis-Lacoste;14 octobre 1996;Français;6.60
9782265028999;Le collier de l'apocalypse;Rank C;Fleuve noir;1 mars 1985;Français;1.79
9782246785316;Pourquoi les Blancs courent moins vite;Jean-Philippe Leclaire;Grasset;13 juin 2012;Français;19.00
9782740314906;Le Secret de la Petite Bernadette;Andre-Delastre l;"Tequi; Les plus belles histoires de Patapon";1 novembre 2009;Français;8.00
9782708916531;Histoire de la Bretagne;Delumeau;"Privat; Éd. mise à jour";1 janvier 1995;Français;21.99
9782745917775;Mes animaux du jardin;Catherine Fichaux;Editions Milan;1 avril 2005;Français;2.86
9782353253104;Boston Police, Tome 2 : Les martyrs de Salem;Olivier Jolivet,Pascal Boisgibault,Frédéric Marniquet;Editions Clair de Lune;3 juin 2011;Français;10.40
9782738409973;Princes montagnards du Nord-Cameroun: Les Mofu-Diamaré et le pouvoir politique;Jeanne-Françoise Vincent;L'Harmattan;3 mai 2000;Français;40.90
9782862760476;"Approches de ""la vie de galilee"" de bertolt brecht / creation au theatre national de marseille le 19";Brecht;Jeanne Laffitte;23 octobre 1996;Français;5.00
9782070610877;Le Clan des Otori, III : La Clarté de la lune;Lian Hearn,Philippe Giraudon;Gallimard Jeunesse;Livre audio, 15 février 2007;Français;20.20
9782221052372;La Femme, comment reconnaître et comprendre ses symptômes;Andrée Thuillier,Roger Alby;Robert Laffont;31 août 1987;Français;6.00
9782100037063;Technologie des textiles;I. Brossard;Dunod;22 octobre 1997;Français;23.00
9782709915991;Les serpents d'Afrique occidentale et centrale;Jean-Philippe Chippaux;IRD;1 janvier 2006;Français;28.40
9782730102032;Tempêtes et tendresse : Mon combat contre les escroqueries De Gaulle et Picasso;Georges Grimal;Lettres du Monde;18 janvier 2006;Français;20.19
9782213600109;Fragments d'Europe. Atlas de l'Europe médiane et orientale;Michel Foucher;"Fayard; Nouv. éd. rev. et mise à jour";23 septembre 1998;Français;45.90
9782909509082;Les salades sante;Jollet;Bernet-Danilo;8 mai 2008;Français;5.00
9782747544603;L'esprit des systèmes : L'idéalisme allemand et la question du savoir absolu;Christophe Laudou;Editions L'Harmattan;1 novembre 2003;Français;25.90
9782747545259;S'apprivoiser à la lecture de l'heure;Yvette Vocat;Editions L'Harmattan;1 novembre 2003;Français;18.00
9782742796700;Le correcteur;Ricardo Ménendez Salmon,Delphine Valentin;Actes Sud;3 avril 2011;Français;16.30
9782914968256;Hippocrate malade de ses réformes;Frédéric Pierru;Editions du Croquant;17 mars 2007;Français;17.45
9782746220621;Management des processus de la chaîne logistique;Gilles Lasnier;Hermes Science Publications;24 juin 2008;Français;88.35
9782869593541;Sous toutes réserves;Bernard;Arléa;24 mai 1997;Français;0.98
9782878217179;Bleus sont les étés;Christian Signol;;1999;Français;50.87
9782850082665;Invitation à l'expression orale, 6e édition;Colette Bizouard;Chronique Sociale;15 novembre 1996;Français;6.00
9782200013714;LIRE T1 : APPRENDRE A LIRE (Ancienne Edition);Bernadette Gromer,Marlise Weiss;Armand Colin;2000;Français;2.38
9782755600391;Au secours, Houellebecq revient !;ERIC NAULLEAU;Chiflet;18 août 2005;Français;0.98
9782210446151;Français 6e : Manuel élève;Evelyne Ballanfat,Collectif;"Magnard; Edition 2013";15 avril 2013;Français;23.45
9782353410033;ENVOL DE SARAH;AGNES FAVRE;MAX MILO;18 janvier 2007;Français;18.16
9782915807806;Secret Geneva;Christian Vellas;"Jonglez; 1";5 mars 2017;Anglais;8.17
9782915266153;Passions d'Ardèche (édition bilingue français/anglais);Jean-Louis Gonterre,Gilbert Auzias,Claude Daubercies;Les cuisinières-Sobbollire;1 juin 2005;Français;9.31
9782081630000;Les héros du 18, Tome 1 : Un mystérieux incendiaire;Anne-Marie Desplat-Duc,Serge Prud'Homme;Flammarion;29 décembre 2004;Français;3.97
9782756319704;Le Château des Nuages;Clémence Girard;Bénévent;18 février 2011;Français;6.98
9782702104163;Gregory-Strass;Alain Absire;Calmann-Lévy;1 avril 1994;Français;17.90
9782212027037;Plâtre : Murs, formes et volumes;Jean-Claude Bidaux;Eyrolles;13 juin 2002;Français;19.00
9782311008098;Collectivités territoriales en France : Cours et QCM - Catégories B et C - Admis - Je m'entraîne;Pierre Chapsal;"VUIBERT; 2e édition";16 mars 2012;Français;2.99
9782355990212;Espérance et foi d'un franc-maçon : Pour une spiritualité sans Dieu;Jacques Rolland;Maison de vie éditeur;1 septembre 2009;Français;12.20
9782862742236;Le meilleur de l'humour français;Michel Leeb;"Le Cherche-Midi; LE CHERCHE MIDI.";1 avril 1992;Français;3.45
9782733908563;Cuisiner nature et bio;Jérôme Baray;Grancher;25 février 2004;Français;12.00
9782702125267;Meurtres sur l'Agora;Claude Mossé;Calmann-Lévy;1 novembre 1995;Français;3.48
9782280048491;Drôle de comédie : Collection Harlequin azur n°2144;Barbara Hannay;Harlequin;1 octobre 2001;Français;0.12
9782205046137;Les Déblok, tome 2 : Poilade de Déblok aux éclats de rire;Florence Cestac,Nathalie Roques;Dargaud;4 octobre 1997;Français;10.50
9782012447509;Guide Evasion en Ville New York;Collectif;Hachette Tourisme;12 mai 2010;Français;2.14
9782732819556;Réussir ses contrats et sa correspondance commerciale : Guide pratique;Claude Périer;De Vecchi;7 février 1994;Français;0.24
